uuid,awadhi_text,hindi_text,english_text
968b25b3-49e3-4926-8860-22bb6ba396fc,"सिवपरसाद कि आँखिनमा म्वाट काजरु देखिकै सब हँसै लाग। सिवपरसाद सरमाय गवा। वहु सीसा देखिस तो औरु खिसियाय गवा। कहेसि- बुआ यू का कीन्हेव। जादा नेगे के चक्कर मा पूरी कजरौटी खाली कइ दीन्हेव।''नाही बच्चा,यू बुआ क्यार पियारु आय। हमका घंटा भरि साफ करैक परी।","ऐ-ऐ,साफ ना करिन तक सब मचिद होइ जाय। सईयां के न नाचै तो होई अइस होगु्ई ल।

सिवपरसाद के विचार में उसकी आंखों में काजल देखते ही सबको हंसी आ जाती थी। सिवपरसाद को शर्म से भूर्भुरा होता था। फिर वह ऊपर के घर से निचे की तरफ देखता तो उसकी दोस्तों को और अधिक भौंचकाने था। सोच कर उसने कहा- ""बूआ, ये क्या किया है आपने। इतना सारा काजल लगाया है क्यों। कहते हुए बुआ ने बताया- ""नहीं बच्चा, ये तो लड़कियों का उत्सव हो रहा है। हमने दूसरा घंटा साफ़ कर लिया है। अब,अगर कोई साफ़ न करेंगे तो साईंयां नाचने आने में हिचकिचायेंगे।""","'

In Siwaprasad's eyes, the kohl lines looked funny and everyone burst into laughter. Siwaprasad felt embarrassed. He saw his reflection in the mirror and became even more upset. He said, ""Aunt, what have you done? You have given me empty, painted eyes in the pursuit of beauty. But dear, why did you wipe away my entire kajal in the process?"" ""No, child, I did it out of love. I cleaned it for you for a whole hour."""
304a63e9-8c22-4eb8-9aa9-a76bc05c2a1a,अरे नाही बच्चा यू सगुन क्यार काजरु आय पानी ते न धोयेव जादा होय तो अँगौछा ते पोछि लेव।'सिवपरसाद अँगौछा ते पोछिके काजरु कुछ कम कीन्हेसि। बरात यकदम तयार रहै। गेन्दा सबके माथे पर रोचना क्यार टीका कीन्हेसि फिरि सबका ककुआ के पेड़ा खवाय के औ दहिउ चटाय के बिदा कीन्हेसि। ककुआ के पेड़ा खास यही बेरिया खातिर इटौंजा ते मैंगाये गे रहैं। फूल माला सब सजाये गे रहै। गाँव के मुखिया ठाकुर रामफल का जब हनुमान दादा इसारा कीन्हेनि तौ रामफल बोले-,"""न बेरियो, बेटा, तू चादर क्यों नहीं धोता है ? अगर चादर का साफाई छोड़ देता है तो अँगौछा राखकर दूसरा ते साफ करलो ।""जाता नहीं है। सिवातियाँ साफ की लाइनें लगाऊ हो , हम अभौतिक कई न करके हम पूर्व का देखा हो तइजो रात वही अइतवार हमार सगुन कौआ क्या नहीं है तेनो खिलतह्आ गवार घाम से भर्ता है। फुसक हम क्यों द्वारा जाऊँगा नहिन।

""क्यों, भाई बच्चा सब सुन रहें हो ? जब तू दे रहा रहैं तो सब खटे में हो गेंदा माथा पर लहू रोहन सब सें ख़ुश है जालाने रोवलाया हो तो दी ठीक करलो मत जानै हो है आग रे हो दी ठीक करलो है जानै। दी गोरेस में काजरु न ऐन में जा भौ खि कुछ ठीक नाग है ।""

""आज बरात है ना। सभी लोग तैयार हैं। गेंदा सभी लोगों के सर पर रसना क्यूं? ये कोई गम है क्या? हम तो लोगों के खिलाफ हैं। हमने कुछ भी ठीक नहीं किया। कोई भी प्रकर्ति की जो भी ठीक नहीं हो। उसका जवाब हमें देंगे हम तो माफ़िया हैं। बेटा चन्दा माला सब भाग्य के राजा। जगाने कहिने किस था। अगर ओए से डूबोयाऐ। फासे हो तो खुदा समाप्या क्यों का हुआ।""

""समझीयो, भाई। तू क्या सुनाता पीछे हो ताजित तूतें आस्तिकों हो तो क्या गुजरा हुआ तू हमारे अभामा वधु से शाद","Oh no, child, why did you bring the water for washing? If it gets dirty, then wipe it with a cloth. Shivparsad, didn't you do any work for the wedding? Everything is ready now. Did you apply the red tikka on everyone's forehead, then give them Genda sweets to eat and bid them farewell? I have asked for the Kakua tree specifically for the wedding, it will be brought from Itouja. Flower garlands will be arranged for everyone. When the village head Thakur Ramphal asked Hanuman Dada for something, Ramphal replied- ""हे, बालक गेन्द पानी लाना क्यूं पानी साफ करने कलीये। यदि गंदा हो जाएगा और तो एक साफ करो। शिवप्रसाद, क्या आपने शादी के लिए कोई काम नहीं किया। सब अभी तैयार हो गए। क्या आपने सभी का माथे पर लाल टीका लगाया और उन्हें गेंदा मिठास खिलाकर विदा की दी। मैंने ककुअ वृक्ष को ख़ास शादी के लिए मांगा है, वह इटौंजा से लाया जाएगा। फूल की माला सबके लिए तैयार है। जब गाँव के मुखिया ठाकुर रामफल हनुमान दादा से कुछ मांगने गए, रामफल ने उत्तर दिया - """
d29982a6-a4b5-42fd-9b00-2b8fb7ff1ecf,"बनै तमाखू चलै बरात,करौ न भइया हियनै रात,दगाओ ग्वाला।'हनुमान दादा यही बेरिया खातिर सुप्तरी वाला बम लाये रहैं। वहु बम दगावा गवा। वहु ग्वाला साँचौ बम कि तना बड़ी जोर ते दगा भारी आवाज कीन्हेसि। मानौ सबके कान भट्ट हुइगे। फिरि तीनि बन्दूखन के फायर कीन गे। बरात बँभनन कि रहै मुला जलवा ठकुरन कि तना बनिगा रहै। जब पैसा होति है तो सब जातिन के मनई ठाकुर बनि जाति हैं। सब अपनी अपनी लढ़ियन पर सवार हुइगे। पंडित जी अपन संखु बजायेनि यहि बिधि बरात आगे चली। याक ट्रक्टर पर घर के सब परजा बैटिगे रहैं उनके तीर सब जेवर,कपड़ा,दहिंगल,आइपनवारी क्यार सामान धरि दीन गवा रहै। छोटकउनू महराज सुरच्छा के हिसाब ते यही ट्रक्टर पर बैठिगे रहैं। हनुमान सिवपरसाद के साथ जीप मा बइठिगे। जीप खासतौर ते सजी रहै। बिलाक वाले बीडीओ,इलाके के पुलिस इंस्पेक्टर हनुमान औ फतेपुर वाले फूफा सब साथै जीप मा सवार रहैं। गाजे बाजे के साथ बरात प्रस्थान कीन्हेसि। अब घरमा सब मेहेरुआ रहि गयी रहैं। फूलमती कि खुसी द्याखै वाली रहै। गेन्दा बुआ फूली न समाँय औ चन्दावती सबकी सेवा सत्कार मा जुटी रहै,मालुम होति रहै सिवपरसाद वहे क लरिका आय जीका बिहाव रहै।","बंधाईतेल।
बस, तब तमाशा शुरू हो गया रहै।""

श्रीमान सकटू जी, हम सही व्यक्ति के साथ हैं। हमको खुदा के घर जाना होगा। हकीकत में, यह भाषा खेल की शुरुआत हो रही है। कुछ देर बाद, एक लड़का कुंता के पास एक सरपंच के घर से लौटा और बताया कि सरपंच दादा घर पर नहीं हैं, क्योंकि वह लखनऊ गए हुए हैं। उसका वापस आना कब होगा? क्या कोई जानकारी मिली? अपराधों के लिए कानूनी प्रक्रिया शुरू हो जाएगी।

प्रधानाधीशी जशी होते है, वह सलवट बेठते हैं औ लाखों झतका धीमासु चाल और आवाज से दही गुब्बार से करते हैं। जब पैसा होता है, तो सब परिवार चलते हैं। सब अपनी अपनी लड़ाई पर जाते हैं। पंडित जी अपना साँईचा छाल के साथ हेरवाहा जाते हैं। ये खास शादी है जिसमें सिरोमोनी रखा जाता है, और यह ठाकियों के बहकावे से कम है। बिलाक कुंता की पत्नी को और इनके लोगों को कम समान गोद दिया गया है और सरपंच के लोग सावधानी से उससे बात करते हैं। यह पगड़िया सापांचिक ज्यों ही ज्यों तथा निशानिया समेत ताइ थोडा पूआ होगा।","The wedding procession continued, unaware of the night. The cowherd blew his horn. Hanuman Dada had brought special fireworks for this wedding. Everyone admired the fireworks with awe. Then they fired three shots from the guns. The wedding party was getting grander and the bridegroom's family was shining bright. When there is money, all castes come together and become one. They all rode their respective horses.

The pandit played his flute and the procession moved forward. The belongings of the entire household were loaded on a tractor. The younger Maharaj sat on the tractor as per tradition. Hanuman and Shivparsad rode in a jeep. The jeep was specially decorated for the occasion. The district commissioner, the inspector, and Hanuman's uncle from Fatehpur all rode in the same jeep. The procession left with music and celebration.

Back at home, preparations were still underway. Phoolmati was beaming with happiness. Genda Buaji was not able to hold back her tears. Chandavati was busy serving everyone. It was apparent that Phoolmati was about to become the daughter-in-law of Shivparsad's family."
7c746515-6eb2-4ad8-a106-17bec5d73351,"गेन्दा मोटि केरि पायल पहिने छमाछम करति भई घुमती रहैं। साँझ हुइगै रहै। गेन्दा चन्दावती ते कहेनि भौजी अब तौ नकटौरा कि बेरिया आय रही है।’‘हाँ,तौ हम तयार हन खुदै थकि गयी रहैं। राम उनते कुछु नही कहेनि बसि चुपचाप पाँव के काँटा निकारै के बहाने बइठिगे,फिरि देर तके बइठ रहे। राम जब जादा देर तके बहाना बनाये बइठ रहे तो सीता उनके मन केरि बात जानि लीन्हेनि। वुइ समझि गयी रहैं कि उनके प्राननाथ उनहिन के परेम के बसीभूत हैं यही मारे बिना कुछ कहे देर तके बइठ हैं। सीता मइया केरि तबियत गनगनाय गै,पूरी द्याँह रोमांचित हुइगै रहै।",,"Genda Moti, wearing anklets, dances gracefully while the evening sets. Chandavati, tired from the day's work, says to her sister-in-law, ""Now that the sun has set, let's get ready as Nitaura must be arriving soon.""

""Yes, let's hurry and get everything ready. Ram won't say anything but will sit quietly picking at thorns on the ground as an excuse to stay longer. But when Ram takes too long, Sita will understand that her beloved husband is just prolonging their stay without saying a word. Sita Maiya's heartstrings will ache and she will be swept by emotions throughout the day."""
0e4f8f54-3089-4b33-b3e9-9b9253563d2d,"यहु किस्सा यादि आवा तौ चन्दावती कि आँखी फिरि भरि आयीं। अब वहिकी आँखिन ते आँसू बहै लाग। अबहीं उनका मरे कुल तेरह दिन बीते रहैं कि छोटकउनू अपन रंगु देखाय दीन्हेनि। मानौ वुइ यहि दिन का इंतिजारै करति आँय। सीता होय चहै मीरा यहि दुनिया मा हर औरत का परिच्छा देक परति है। जीका मंसवा न होय तीकी कउनिव इज्जति नहीं। औरत तौ अदमी कि छाँह मानी जाति है, आदमी खतम तौ औरत जीते जिउ आपुइ खतम हुइ जाति है। बेवा कि जिन्दगी मुजरिम कि जिन्दगी तना कटति है। द्याखौ अब हमरी किस्मति मा का लिखा है। लेकिन यू जउनु छोटकउनू मनमानी कइ रहा है सिवपरसाद कइहा हमका निकारै बदि तयार कीन्हेसि है,ई समस्या ते कइसे निपटा जाय। यही तना सोच-बिचार मा खटिया पर परे-परे चन्दावती केरि आँखि लागि गै । राति कि अँधियारी कालिख चौतरफा फैलि गय रहै।","यह गोष्ठ क्लेहानीय होवै ! हम काँ संकरी मानथिर च कि फ्लरा लौटि हुइ छ। आबो कि काल टेकुएला कि जोश आया'। बाय छिनिया कि काफल बरकांति कि कुरा कहति रहै। हम तो मजबूर आय लाइ ! ये हम कि सैया भैया ! अब मतैन विलाय मग।  हम केरी बिचार मा कि शुकुंतला बनू । संकर बहिन ते स्वयं जब बैर अइल सकॉएल। दिन कि मालुम न केरी क face स् औरति है। ऐसे न कईला, दुनिया का। हम तीत भइला बहिन तो हमकि वश !
 हेरे कि मजलिस योग्य नहिहई, दिन बा। आब किन का खेरति भवानी! अंदेर पूछ्छ हरिया नाळा कि उजाइ जा पूछि यहे मूजेरि खडू। नासमजि कि सब सामुदायकै बहिन कहति जई नासुनै भूरी हेरि वुआको नहीं तना!'हम जाए कि यू चकारि आय जै !"" हम धुसकटनि चाहीए ते हमकि सहइल सकै।


यह कथा याद होती है कि चंदावती बचपन में गुजर गया था। अब उनकी आंखों में आंसू बहते हैं। अभी उनके पति के परिवार के बोरतेरह दिन बीतते हैं कि बवालनी अपना रंग दिखा रहा है। वह इस दिन की इंतज़ार करती है। सीता सीता ये दुनिया में हर औरत का ऊपरीता मान देती है। कोई भी जीका स्वास पूर्णचालु नहीं हो सकता है। ओरत मर चुकी है, उसके जीवन का हरसु में चोटिकूरी छोटी है। हम तो मजबूर थे और हमारा पति भाई है। अब वह हमें छोड़, वह आने में बंदेछू बिए। हम क्या सोचने अन्यस छंदेछूने ओरा होगे तेरिट। लेकिन हमें दुनिया में तो भी भैंनो में हमें कुछ नहीं है ओरत हो। हमें और भैंनो का है। हम तीत भैंनो थे, हम उनका कब्जा हैं! यह सभ सवाल क्लेहानिय होता हैं, दिन बेद पिया रखा जा सकता हैं! जैसे को कहता जा सकता हैं। चतुरक्र हैं। यह सभ सबा क्लेहानीय हैं तक्या तुरक हो सकता? हम जाते जो कहता हैं हम त्या सकेंन कि पबी, तू सकेंनी!","This story is remembered when Chandavati's eyes filled with tears. Now her eyes are filled with tears again. Until now, thirteen days have passed since her husband's death and she has not been able to see his face. She still waits for the day when her little husband will show her his face. Seeta may be enslaved, but Meera is the epitome of all women in this world. If her husband is alive, she is considered respectable, but if he dies, she is considered worthless. A widow's life is like a prisoner's life. See, what is written in our destiny. But what about this problem with Shivparsad? How can this be resolved? These thoughts are tormenting Chandavati's mind. The dark night engulfs her from all sides."
2b10a44f-88fe-4b3b-851c-9227396436b3,देबीदल केरि चौकी चन्दावती का निकारै के बादि छोटकउनू अपने घरते न तौ निकरे न दरवाजा खोलेनि रहै। सकटू ते फोन पर बीच बीच मा आस-पास के हालचाल लेति रहे। बाँभन टीले वाले छोटकउनू के साथ रहैं। तेवारिन क्यार बिनोद सिवपरसाद कि मदति मा रहै। छोटकउनू परधान रामफल ते फोन पर सब बात कइ लीन्हेनि रहै। पहिले ते बहुत कुछ तय हुइगा रहै। तेरहीवाले दिन सब योजना बनि गय रहै। चन्दावती के कामेन भनक तक न परी रहै कि तेरही के अगले दिन यू सब हुइ जायी। सिवपरसाद थाने कि सेटिंग पहिलेहे कइ चुका रहै। रामफल यही योजना के हिसाब ते गाँव ते बाहेर चलेगे रहैं। छोटकउनू फोन पर रामफल ते कहि दीन्हेनि रहै-,"देवरा जी, म आपके सारी प्रक्रिया के अगले दिन को भोत दुःख मा भतअहुँँ मैं आपकी तेवारियां का बुलावा न मानूंगा। Output: देवीदास के चौकी को छोड़कर छोटकउनू अपने घर से नहीं बाहर जाते थे और उनके द्वार भी खुले नहीं होते थे। सकटू फोन पर उसकी ताजामत लेते रहते थे। उनके साथ अंधेरी पढ़ने वाले छोटकउनू भी थे। उनके दोस्त बिनोद और सिवपरसाद उनकी मदद करते थे। सिवपरसाद की बहन की जगह उससे समझौता किया गया था। आगामी दिन तक उनका बहुमूल्य समय तय हो गया था। वे अलग-अलग योजनाएं बना रहे थे। चन्दावती अपने कामों से इससे भी चिंतित थी कि कल के दिन सब कुछ हो जाएगा। सिवपरसाद अपने ठगाने की सेटिंग पहले ही कर चुका था। रामफल के अनुसार वे गांव से बाहर जाकर अपने योजनाओं को काम में लायेंगे। साथ ही छोटकउनू रामफल से फोन पर कहते हैं - भाईया, मैं आपके सभी कामों के सारे निदान को अपनी समझदारी से नहीं करूंगा।","After the inauguration of the committee, Chandaoti couldn't leave her house. Sakatu sat by the phone, occasionally glancing at the surroundings. Babhan, the watchman, stayed with Chotkunnu. Tevarin was helping with Binod's assistance. Chotkunnu was on the phone with the headman Ramphal, discussing everything that needed to be done. All the plans were made for the next day. Chandaoti was worried about the preparations for the next day. Shivparsad had already handled the arrangements at the police station. According to Ramphal's plan, they would all go to the neighboring village the next day. Chotkunnu reminded Ramphal on the phone,"
cbfea965-11cc-435b-9a6f-dc301e663c7a,"परधान दादा,कम ते कम एक हफ्ता बादि गाँव लउटेव। खर्चा पानी जउन कम परै बतायेव। तुमरे अलावा और कोऊ यहि मामले मा हाथ न डारी। थानेदार ते बात कीन्हेव हाँ दादा,वहु कहिस-थाने मा जब कोई सिकाइति आयी तो हम कानूनी कारवाही करबै,हमका तो केस बनावैक है,चन्दावती हनुमान कि दुलहिन रहै कि नहीं यहि बात क फैसला परधान औ गाँव कि जनता करी।","""प्रखंड चतुर्थे है लगभी कति सम्पति अचत। म्हारी आत्मा तो आव ,तुम्हारी वष्ठा हो।

प्रमुख प्राविंच जानत हौ कि तुम अपनी छबा से नहीं हो। खूब वष्ठा आव। इस बात से अपने आप को सोचना चाहिए और ध्यान देना चाहिए कि जब आप फिर से गाँव पहुंचें तो अपनी जिम्मेदारियों को समझें और उनसे अपनी जगह से खुबह चलेना और राज् नीति स्थापित करब।

परधान दादा, स्वतंत्र रूप से बहुत जाए तुमर साथ, पति जा गए तो तुम परधान दादा कि टोकरी कि भगमच्छर कि कैसे दिखूत रहीसि। अगला सम्म चुनाव मा तो मत मांगुत। अलावा यहा से गाँव चलूँ हँस हो हँस। जब आ गए तो तुम्हारी भती कवि होम आ गए ह- नीच हो हँसन् हणि सिकायति कसरी आश्वस्त करेसि कि दौरान्गे नहीं।


प्रधान दादा, केवल एक हप्ते बाद ही तुम गाँव लौटने वाले हो। उतना ही खर्च हो, तुम्हें बतलाओ। मैं बाहर से कोई नहीं हूँ। थानेदार के साथ बात चितरकता। अगर कोई शिकायत आती है, तो हम कानूनी कार्रवाई करेंगे। इस केस का फैसला प्रधान और गाँव की जनता करेगी। प्रखंड चतुर्थ अनेक धन क्योंकि मैं आत्महत्या लै आउंगा। आगे सोचो और ध्यान दो जब आप लौटोगे। अपने ज़िम्मेदारियों को समझो और उन के साथ से खूब संवाद करो और सामाजिक नीति से तुम्हारी कामना को बनाओ।

परधान दादा, उम्मीद है कि मुझे स्वतंत्र रूप से बहुत काम करना होगा। अपने पति की मृत्यु के बाद आप ने अपने वश में कितने गाँव बढ़ा दिए! अगले चुनाव में इस तरह की प्रक्षेपणात्मक कार्यक्रम को मैं कामना नहीं कर सकता। मैं कोई कथा नहीं चाहता। बाहर से गाँव से हँसी की हँसी में। जब आप ये काम करते हैं, तो आप मेरा हॉवल बैठी होगी। अगर आप संदेहत्मक नहीं होगी, तो आप इस की क्या परिभाषा अश्वस्त ना करोगी।","Headman Dada, please come back to the village at least after a week. Let us know if there is any shortage of money. No one else should interfere in this matter except for you. The Thane said that he will take care of it, but sir, when there is a complaint at the police station, we will have to take legal action. We have already filed a case against Chandaavati, whether she is Hanuman's bride or not, the decision lies with you and the villagers."
c77f3263-fcc4-45f3-ace1-aa2d4b9f8eca,"हमहेक अलझाय दीन्हेव अब ई बुढ़ापा मा हमारिही धोती खोलिहौ? तुम हरद्वार घूमि आओ,बसि हिंया न आयेव। दादा पचास बिगहा खेती क्यार मामिला है,का अपने लरिका औ पोतन क्यार हकु तेलिनिया का दइ देई। चन्दावती का कइ रही है? जइहैं तब उनते बात कीन जायी। बसि अबहीं चलौ सब जने'-कुंता फूफू कि बात सुनिकै सब धीरे धीरे सांत भे। रजाना का कुंता पकरि लीन्हेनि,वहिके हाथ मा हँसिया रहै। धीरे ते वहिका हँसिया अब कुंता छीन लीन्हेनि रहै। कुंता रजाना का डाटेनि-'यू का कै रही हौ? यहिते का होई?","हमने जो दिन बीत जाए हैं अब उस बूढ़ापे में तुम क्या हमारे बिना ही धोती खोलोगे? तुम हरिद्वार घूमकर आओ, वहां रहकर हम नहीं जाएंगे। ससुराल में पचास बिगहा खेत हैं, तुम्हारे भतीजे का और पोते का हक हमें देना होगा। चन्दावती कैसी है? जब वह जाएँगी तब उनसे बात किया जाएगा। अब तो चलो सब लोग'- कुंता फूफी की बात सुनकर सब धीरे धीरे सांत हो गए। रजाना ने कुंता को पकड़ लिया, उसके हाथ में हाथ डालकर हँसते रहे। धीरे-धीरे वह हँसती रही, और तो धीरे-धीरे कुंता ये खींच देते रहे। कुंता रजाना से डांटते हुए बोले-'तुम क्या रही होगी? यहां क्या हो रहा है?","""We have been struggling all our lives, and now in our old age, are we going to face this humiliation? You go to Haridwar, we can't handle this anymore. What's the progress on the fifty bighas of land of Dada, and when will our son and grandson get their share of the oil business? What is Chandavati doing? Only then can a decision be made. Let's go now, everyone- Kunta, what did your uncle say? Everyone listened quietly to Kunta's uncle's words. Rajana grabbed Kunta's hand and smiled. Slowly, Rajana's smile turned into a grin as she pulled Kunta's hand. Kunta scolded Rajana, ""What are you doing? Why are you here?"""
3eb6b3c3-24cd-456f-849b-99e8885b36e4,"फूफू,ई नासपीटे बाहेर मिलि जातीं तो याक आधे क काटि के फैकि देयिति। फिर का होतै? फिर का जउन होते तउन होतै? यहि तना कोऊ करति है का? हमरी चन्दा का घरते निकासि दीन्हेनि,जौन हनुमान दादा कहिगे रहैं वहिकी कौनिउ सरम न कीन्हेनि अबही काल्हि उनकी तेरही भै। आजु यू तमासा अरे तनिक ई मेहरा छोटकउनू का बाहेर तो निकरै देव।",,"Output: Uncle, if they meet outside, they will probably split our share in half. Then what will happen? Will it still be split if they meet again? Who does this? They expelled us from our own land, what was said by Hanuman Dada about whose land it is still remains unknown. Maybe today, even your taunting will kick him out."
8cc710c5-f241-4490-b51e-922700e9157b,"बसि अब चुपाय रहौ हमरे साथ चलौ। चलौ,चन्दा हमरे साथ चलौ। भौजी तुम जाओ,कुंता फूफू तुमहू जाव,हम हियाँ ते कहूँ न जाबै। अइस न कहौ,चन्दा! जब तक फैसला न होई तब तक कइसे हियाँ रहि सकती हौ? हमार चिंता न करौ हियाँ यही तखत पर परी रहिबे। संकर कहेसि‘का कहती हौ चन्दा? अबही हम जिन्दा हन","?’

अब बस चुपचाप हमारे साथ चलो। चलो, चन्दा, तुम हमारे साथ चलो। भाभी, आप जाइए, कुंता दादा, आप जाइए, हम यहाँ रहकर कुछ नहीं बोलेंगे। ऐसा मत कहो, चन्दा! जब तक निर्णय नहीं हुआ हो, तब तक हम कैसे यहां रंगे हुए रह सकते हैं? हमें चिंता नहीं होनी चाहिए, हम यहां पर ही बैठे रहेंगे। शंकर ने पूछा ""चंदा का कहती हैं?"" क्या हम अभी जीवित हैं?","ू हँस।

""Sit quietly and come with us. Let's go, Chandavati, come with us. Sister-in-law, you go. Kunta, you go with uncle, I can't stay here alone. Don't say that, Chandavati! How can I stay here until a decision is made? Don't worry, I will be sitting here on the throne. Shankar said, ""Why are you asking, Chandavati? I am still alive and laughing."""
62530a29-bcbb-4e4e-8170-d4172f08c4fa,"दद्दू वा बात नहीं है। बाकी हम या देहरी छोड़के न जाबै। जब कोई फैसला हुइ जायी तो फिर द्याखा जायी। न होई तो हियनै मरि जाबै। कुंता कहेसि-‘ठीक है,चन्दावती अगर यहै चहति है तो यहै सही। हम हियैं चन्दावती के साथ रहबै। रजाना बोली'हियाँ खुले मैदान मा ई तखत पर कब तक फैसला क्यार इतिजार करिहौ?","दद्दू वा बात नहीं है। बाकी हम इस दिशा से मैदान नहीं जाएंगे। जब भी कुछ फैसला होगा, तब देखेंगे। वह न होगा तो मन बेकाबू हो जाएगा। कुंता ने कहा-' ठीक है, अगर चहत है तो सही। हम चन्दावती के साथ रहेंगे। रजाना ने कहा-'हाँ, खुले मैदान में यह टाकघर पर कब तक फैसला को इंतजार करना होगा?","""Daddu, no need to worry. We won't leave this town. When a decision is made, we will see. If not, we will die here. Kunta said, ""It's okay, Chandavati if this is your wish, then it's fine. I will stay with Chandavati."" Rajana spoke up, ""Yes, but how long will we wait in the open field for a decision to be made?"""
85025318-61bd-4350-83a6-748ff2d583b5,"जब तक फैसला न हुइ जायी हम हियैं अखाड़े के पास परी रहिबै। कहूँ न जाब। कुंता समझायेसि'ठीक है चन्दा जउन चहति है वहिका वहै करै देव। लेकिन हमारि सलाह सब जने सुनि लेव। हियाँ दुस्मन के दुआरे चन्दा क न रहै द्याबै अब पहिले घर का चलौ चन्दा। या लड़ाई तनिक देर कि नही है। फैसले मा टेम लागि जायी। घर का चलौ मुह हाँथ धोय लेव,कुछ खाय पी लेव फिर तसल्ली ते बिचार","िये कि मुमति स सब होए दौड़ जाय।
जब तक फैसला न हो जाए, हम खुद से अखाड़े के पास ठहरेंगे। किसी से बात न करेंगे। कुंता ने समझाया- ठीक है चन्दा, जो चाहती है वह करें। लेकिन हमारी सलाह सब लोगों ने सुनई है। हमारा यह जीतना दुश्मन के द्वारा चाहिए नहीं, इसलिए अब हम पहले अपने घर जायेंगे चन्दा। यह लड़ाई थोड़ी देर की है। फैसले में थोड़ी देर लगेगी। घर जाकर चेहरे को धो लेंगे, कुछ खाएंगे और तसल्ली करेंगे कि सब हो जाएगा। दौड़ जाएँगे।","करै,कि चोट लेई जायी

Until a decision is made, we will continue to camp near the arena. I won't leave. Kunta tried to explain, ""Alright, Chanda, whatever you decide, we will do. But let everyone hear our advice. Don't let Chanda be at the mercy of her enemies, now let's go to her in-laws' house first. This fight won't last long. Let's wait for the decision. Let's go to the house, wash our faces, eat something and then think calmly and discuss if anyone gets hurt."
c950934f-5e51-48b6-886f-4acf21b450f1,"मंत्री जी कानून अपने हिसाब ते काम करी ,हमारि राय तो है कि अब तुम आये हौ तो याक सीकसभा करौ औ वहिमा गाँव वालेन के सामने देबीदल की मेहेरुअन कि सब बाते पता कै लेव । हत्यारिन बुर्कावाली मेहेरुअन का पता लगावै क्यार वादा करौ । उनका कड़ी सजा देवावै क्यार वादा करौ फिर यहि साजिस मा जो लिखी हैं -ई तीनिव चन्दावती कि भतीजी आँय इनते देबीदल की माँगै पूँछ लेव । तुम जो यू सब करिहौ तो हमहू तुमरे हिसाब ते अच्छी खबरि बनाय द्याबैं ।",,"The minister works according to his own calculations, but our opinion is that when you come, we will have a public forum and in that, we will reveal all the details of the Debidal in front of the villagers. We will find out the truth about the murderers' union, we will make a promise. When we promise, we will give them a severe punishment. Then, in this plan - Chandavati's niece Amoriro will come and ask for Debidal. You do whatever you want, we will make sure to give you good news according to your calculations."
642bf58b-eb15-442f-888e-bf6d057f6bb4,यहै तो हमहू चहिति है । मेहेरुअन पर जुल्म बन्द होय । उनकी तरक्की होय 'हम सही काम चहिति है मंत्री जी !काहे ते हमका तो हिंयै रहना है । हम केहूके खिलाफ नहीं हन । चलौ पहिले देबीदल की माँगै पता कै लीन जाय । चलौ ठीक है ।,"Awadhi: यहै तो हमहू चहिति है । मेहेरुअन पर जुल्म बन्द होय । उनकी तरक्की होय 'हम सही काम चहिति है मंत्री जी ! काहे तो हमका तो हिंयै रहना है । हम केहूके खिलाफ नहीं हन । चलौ पहिले देबीदल की माँगै पता कै लीन जाए । चलौ ठीक है ।
Hindi: यह हमारी इच्छा है। महाशक्ति को अपने उपयोग से ही अन्याय बंद होना चाहिए। उनकी प्रगति होनी चाहिए, मंत्री जी। हम न्यायपालिका के समर्थन में हैं। आइए देवीदल की मांग पता से भेजा जाये। चलिए, ठीक है।",""" ""This is what we want. The atrocities of Meheruan must stop. Their growth should happen, Minister Sahib. We want the right things for us. We don't want to go against anyone. Let's first find out what demands Debidal has. Let's go, alright?"""
