uuid,awadhi_text,hindi_text,english_text
28977525-4fa3-43dc-92dd-acc5802db742,"म्रित्यु कय रसम म्रित्यु प्राप्त मनई कय आयु ,लडका ,नातेदार -रिश्तेदार आदि करा थीं । यह रसम के बाद मा तेरहवी होत है जेहमा तेरह पंडित खा थीं भोज मा पुडी -सब्जी खीर दही आदि खाना बनत है । म्रित्यु के रसम कय खर्चा अउर व्यवस्था म्रित्यु प्राप्त मनई के घर वाले रिश्तेदार -नातेदार मिलके करा थी ।","मृत्यु की क्या रस्म होती है, जिसमें मृत्यु का अधिकारी होते हैं, लड़का, रिश्तेदार - नातेदार आदि इन सब लोगों को बुलाकर किया जाता है। इस रस्म के बाद तेरहवी होती है। जिसमें तेरह पंडित भोज, पुडी, सब्जी, खीर, दही आदि खाना बनता है। मृत्यु के रस्म के खर्च और व्यवस्था मृत्यु के घर वालों द्वारा रिश्तेदार - नातेदारों के सहयोग से कराया जाता है।","The ritual of death is a custom that is observed when someone passes away, and it is usually performed by the young boy of the family, relatives, and other relations. After this ritual, the thirteenth day of death is observed, where thirteen pandits are invited and a feast is prepared with dishes like puri, sabzi, kheer, and yogurt. The expenses and arrangements for this death ritual are taken care of by the family members and the relatives of the deceased come together to perform the ritual."
74d31384-1789-49e8-b459-0d0e87c4ba7a,कोनव अउर जरुरी ब्योरा हमरे पास म्रित्यु से सम्बन्धित नही ना । जनम के समय बारा दिन के बाद या फ़िर एक महीना सवा महीना के बाद पूजा-कथा सुना जात है अव नामकरण के समय कोनव रसम नही होतय ।,कोनकों और जरूरी ज़रूरत हमारे पास मौत से संबंधित नहीं है। जन्म के समय १२ दिन बाद या फिर एक महीने में आठवां दिन तक व्यक्तिगत पूजा एवं कथा सुनाई जाती हैं और नामकरण के समय भी कोई रस्म नहीं होती है।,"No one knows for sure, but it is not related to death. The puja-katha is heard twelve days after birth or one and a half months after birth and there is no specific ritual during the naming ceremony."
022e74a3-ab75-4fed-abad-e77eab19f172,जनम कय रसम बारा दिन या सवा महिना के बाद होत है अव घर पय होत है नामकरन कय कोनव रसम नही होतय । हमरे तरफ़ ऐसी कोनव रसम नही होत यह लिए हमका येहकय कोनव जानकरी नही ना । जनम अउर नामकरण कय रसम बारा दिन के बाद पंडित जी के द्वारा निश्चित कीन जात है ।,"जन्म की रस्म बारह दिन या सवा महीने के बाद होती है और घर्में भराई की कोई रस्म नहीं होती। हमारे यहां ऐसी कोई रस्म नहीं होती है, इसलिए हमें इस बारे में कोई जानकारी नहीं होती। जन्म और नामकरण की रस्म बारह दिन के बाद पंडित जी द्वारा निश्चित की जाती है।","Jannam kay rasam baara din ya savva mahina ke baad hot hai aw ghar pay hot hai naamkaran kay kona rasam nahi hotay. Hamray taraf aisi kona rasam nahi hoti, yeh liye hamka yeh kay kona jaankari nahi na. Jannam aur naamkaran kay rasam baara din ke baad pandit ji kay dwara nishchit keena jaat hai.

The birth ritual takes place after twelve days or one and a half months and is done at home. The ritual of naming also does not take place. We do not have any such custom on our side, so we do not have any knowledge about it. The ritual of birth and naming is decided by the pandit ji after twelve days."
636926f0-c37a-4ccd-a55f-776d28f486a4,"बुआ,मामा,मौसी अउर बाकी के रिश्तेदार सबका न्योता जात है । पुर्ब या उत्तर दिशा कइती मुँह कयके बैठा जात है । जनम अउर नामकरन कय रसम पंडित जी के द्वारा बताई गई बिधी के द्वारा कीन जात है । जनम अउर नामकरन के रसम मा लडका कय कपडा अउर बाकी पंडित जी द्वारा जौन पूजा-पाठ कय सामान बतावा जात है ऊ सब लागत है ।","बुआ, मामा, मौसी और अन्य रिश्तेदार सभी को न्योता जाता है। पूर्व या उत्तर दिशा में कई लोग बैठे होते हैं। जन्म और नामकरण की रस्म पंडित जी द्वारा बताई गई विधि के अनुसार की जाती है। जन्म और नामकरण की रस्म में बच्चे को कपड़ा पहनाया जाता है और बाकी पंडित जी द्वारा पूजा-पाठ के लिए सामान बताया जाता है। ये सभी लागत होते हैं।","Aunt, uncle, aunt and other relatives are all invited. Depending on the direction, either east or north, seats are arranged. The ritual of birth and naming is performed according to the method explained by the pandit. The clothes for the baby and other items required for the ceremony are chosen by the pandit. These are all expenses incurred."
8e6c917b-f39a-4352-aa1a-9db6833593a7,लरिका के नाम पंडित जी द्वारा कान मे बतावा जात है राशी कय नाम या फ़िर लडका कय चाचा लडका के कान में राशी कय नाम बतावा थीं । सब रसम पंडित जी के द्वारा कीन जात है पूजा-पाठ से लइके हर काम ।,"""लरिका के नाम पंडित जी द्वारा कान में बताया जाता है कि उसकी राशि क्या है और वह लड़की है या लड़का। और लड़के के कान में भी उसकी राशि और नाम बताया जाता है। सभी रस्में पंडित जी द्वारा की जाती हैं और पूजा-पाठ के साथ हर काम किया जाता है।""","Pandit ji informs the names of the Larki through their ears, whether it is a girl's name or a boy's name. The name is also told to the children's uncle through the ear. All rituals are performed by Pandit ji and all tasks are accomplished with the help of worship and prayers."
f3377d8d-848a-4a63-8c3b-e3208fb2a19e,"जनम के बारा दिन के बाद बरही होत है जेहमे अच्छे से खाना-पीना सब बनत है पूडी-सब्जी,पनीर,रसगुल्ला मिठाई,जलेबी जेहकय जौन मन होत है तौन बनवावा थय नामकरण कय रसम भी ऐसेन होत है । जनम अउर नामकरन के रसम के समय पापा,बाबा सब खर्चा,उठावा थे उनही सब व्यवस्था करा थे ।","जनम के बारहवें दिन के बाद बरही होत है, जहां पर अच्छे से खाना-पीना सब बनत है। पूडी-सब्जी, पनीर, रसगुल्ला, मिठाई, जलेबी जो मन होता है उसके अनुसार बनवाया जाता है। इसलिए नामकरण के समय भी यही रसम अपनाई जाती है। अपने जन्म और नामकरण के समय पिताजी, पापाजी जैसे सब के सम्भव खर्चे उठाए थे और उन्ही लोगों ने सब व्यवस्था की थी।","After twelve days of birth, there is a celebration where good food and drinks are prepared. Puri-sabji, paneer, rasgulla mithai, jalebi, everything that one desires, all of these are made and the naming ceremony is also performed. During the time of birth and naming ceremony, papas (fathers) and babas (other male relatives) take care of all the expenses and make all the arrangements."
6e86b6df-3202-4e13-b64a-53c68a5fefb6,जनम अउर नामकरन के रसम के समय काफी परिवार के सब सगे-सम्बन्धी इकटठा हो थेन तव काफ़ी अच्छा लागत है सब खुशी कय माहौल रहा थय । शादी से पहले लडका-लडकी एक दूसरे से मिलके एक दूसरे का पसन्द करा थेन तब शादी कय बात आगे बढा थय ।,"जन्म और नामकरण के समय कई परिवार के सब सगे-सम्बन्धी इकठ्ठा हो जाते हैं और तब सबको खुशी होती है क्योंकि माहौल में बड़ी खुशियां होती हैं। शादी से पहले लड़का और लड़की एक दूसरे से मिलते हैं और एक-दूसरे को पसंद करते हैं, तब शादी के आगे कोई बाधा नहीं होती।","During the ritual of birth and naming, it is very pleasant for the whole family to be gathered with all their close relatives, and everyone was happy and the atmosphere was joyful. Before the wedding, the boy and girl would meet and like each other, and then the conversation about the wedding would move forward."
a7ce4465-a439-448b-bd0c-bcea3413460a,लडका या लडकी खोजय के लिये सब सगे-सम्बन्धी जेहका जैसे रिश्ता समझ मा आवत है जेहके नजर मा जे रहा थय आपन लडकी-लडका के बारे मा बतावा थेन घर वालेन का फ़िर उनही के द्वारा बात आगे बढा थय । लडका-लडकी खोजय कय जिम्मेदारी घर के जे बरिश्ठ सदस्य अहै या फ़िर कोनव खास रिश्तेदार उनका दीन जात है ।,"लड़का या लड़की की तलाश के लिए सभी परिवार के सम्बंधियों का सहारा लेते हैं, जैसे रिश्ता बनाया जाता है और जो समझ में आता है वह लड़का या लड़की के बारे में बताया जाता है, इसके बाद घर वालों में इसकी बात आगे बढ़ी होती है। लड़का-लड़की की खोज घर के उन सदस्यों की जिम्मेदारी होती है जो उनमें से सबसे बड़े होते हैं या किसी ख़ास रिश्तेदार के जो निष्पक्ष मत देने में अधिकारी होते हैं।","To find a boy or girl for marriage, all close relatives are consulted and a suitable relationship is understood. Whatever is seen in their eyes about the girl or boy, that is told to the family members and then they proceed with the discussion. It is the responsibility of the elders or some special relative who is considered important to find a suitable match for the boy or girl."
d56ccc81-c510-4098-bfb3-1a1bcf83e962,"शादी से सम्बन्धित रसम मे सगाई ,वरीक्षा,तिलक,मेंहदी,हलदी,संगीत,फ़िर शादी य़ही सब रसम होत है । शादी,बियाह या तौ अपने घर मा होत है या तौ जेहके घर मे जगह कय कमी अहय ऊ गेस्ट हाउस बुक करा थय अउर समय पय पंडित जी के द्वारा जौन तिथी निकाली जात है वोह समय मा शादी होत हय लगन मुहुरत देख के सही समय पय ।","शादी से सम्बन्धित सभी रस्में सगाई, वरमाला, तिलक, मेहंदी, हल्दी, संगीत और शादी की होती हैं। शादी, विवाह या तौही अपने घर में या जहां घर में जगह की कमी होती है वहां गेस्ट हाउस बुक करा लिया जाता है और उस समय पांडित जी द्वारा शुभ तिथि तय की जाती है और उस समय में शादी होती है और लग्न मुहूर्त उसी समय पर बदला जाता है जो शुभ मुहूर्त होता है।","Marriage is a traditional ceremony that includes engagement, haldi, mehendi, halde, sangeet, and then the actual wedding. The wedding, also known as biyah or tau, can take place in one's own house or, if there is not enough space, in a guest house that is booked in advance. The date and time for the wedding is decided by the pandit based on auspicious dates and times. The wedding takes place during this time, after checking the most appropriate time for the auspicious moment."
f6ffd436-ba3c-48e4-9376-9371cbd03b9e,"बियाह से सम्बन्धित पाँच,छ: रसम हैं सगाई,बरीक्षा,तिलक,हलदी,मेहदीं,संगीत फ़िर शादी । बियाह कय रसम एक हप्ता के अन्दर होत है और सब पण्डित जी के द्वारा बतायी गयी तिथी के हिसाब से निशिचत होत है । बियाह के रसम मा सब सगे-सम्बन्धी,घर-परिवार के लोग,गाँव के लोग सब का न्योता दीन जात है ।","""ब्याह से सम्बन्धित पांच, छ: रस्म हैं- सगाई, बरीक्षा, तिलक, हल्दी, मेहदीं, संगीत और शादी। ब्याह के रस्म एक हफ्ते के अंदर होते हैं और उन्हें सब पंडित जी द्वारा बताई गई तिथि के अनुसार निश्चित किया जाता है। ब्याह के रस्मों में सभी सगे सम्बन्धियों, परिवार के सदस्यों, गांव के लोगों को नियोत्रण दिया जाता है।""","There are five or six rituals related to marriage, including engagement, bariksha, tilak, haldi, mehendi, and music, and then the wedding. The marriage ceremony usually takes place within a week and is determined according to the date given by the pandit. All the customs and rituals of marriage are attended by relatives, family members, and people from the village."
4e141147-8162-43e4-b9d1-847adbe708ab,"बियाह कय रसम जादातर पूर्व दिशा कइती मुँह कयके हॊ थय । बियाह के रसम मा द्वार-पूजा,चढाव,शादी,पाँव-पूजी,लावा-परछन,सात-फ़ेरा यही सब रसम होत है । बियाह के रसम मा खाना-पीना से सम्बन्धित सारा सामान,पूजा-पाठ से सम्बन्धित सारा समान,लडकी-लडका का देय वाला सब सामान लागा थय ।","विवाह की रस्मों में पूर्व दिशा से शुरू करके सब समान मुंह के सामने कठिनाइयों के साथ लगाए जाते हैं। विवाह की रस्मों में घर के द्वार पूजन, चारों ओर फूल चढ़ाना, शादी का समारोह, बारात ले जाने और सात फेरे करना यह सब रस्में शामिल होती हैं। विवाह की रस्मों में खाने-पीने से संबंधित सभी सामान, पूजा-पाठ के लिए आवश्यक सामान, लड़का-लड़की के दान के लिए सभी सामान महत्वपूर्ण होते हैं।","The tradition of marriage, mostly in the past, used to involve many rituals and customs. The rituals of marriage include door-worship, climbing, marriage, foot-worship, exchanging gifts, and the seven turns around the sacred fire. All these customs are part of the wedding ceremony. In the rituals of marriage, all the items related to food and drink, all the items related to worship and prayers, and all the items related to the payment for the bride and groom were used."
107aa12f-5b07-43c1-aee1-8cbd27069ad3,"बियाह कय रसम घर मा जे सबसे बडा सद्स्य हो थय लडकी के बाबा,दादी या फ़िर बडे पापा -बडी मम्मी या फ़िर केहू नही ना तव लडकी के मम्मी पापा रसम सम्पन्न करावा थी । बियाह के हर रसम मा सब अपने-अपने हिसाब से अपनी पसन्द कय खाना बनवावा थी लेकिन मायन बरुवा,अउर मठमगरा आदी जौन सब होत है रसम वोहमा कढी,बरा,पूडी-सब्जी,दाल-चावल,रोटी सब कुछ बनत है ।","'शादी का रस्म होता है और घर में जो सबसे बड़ा सदस्य होता है वो है लड़की के पिता, दादी या फिर बड़े पापा - बड़ी मम्मी या फिर किसी और कि नहीं लेकिन तुम्हारी लड़की के लिए तुम्हारा मम्मी-पापा रस्म को पूरा करते हैं। शादी की हर रस्म में सब लोग अपने अपने हिसाब से अपनी पसंद के खाना बनाते हैं लेकिन मैने सुना है कि इसमें मट्ठे का अन्दाज होता है, आउर हमारे यहाँ सब लोग जैसे कि साबुत चावल, सब्जी, दाल-चावल, रोटी जैसे सब खाना बनता है।'","In the wedding ritual at home, the most important member was the father, grandmother, or the eldest father - mother or someone else, not even the girl's mother and father conducted the rituals. In every wedding ritual, everyone would cook their favorite dishes according to their own preferences, but the essential dishes such as kadhi, bada, puri-vegetables, dal-rice, and roti were made by the mother-in-law or the maternal aunt."
438ee485-3308-4ed4-b38a-f56a870d14c0,"बियाह के रसम कय खरचा लडकी अउर लडका के घर वाले उठावा थीं उनके मम्मी-पापा या दादी-बाबा हैं तौ वय उठावा थीं । कबो कुछ रिश्तेदार भी कुछ मदद कय दे जा थें । गाँव मा शादी जब होत है तब तिलक के बाद शादी तक गाँव कय महिला सबघर मा इकट्ठा हो थीं रात मा गाना गावा थीं जौने घर मा शादी अहय । लडकी या लडका जेहकय शादी अहय सब वही के हिसाब से गाना गावा थी। बाकी जौन रसम मायन,मठमगरा,बरुवा होत है सब मा गाना बजाना होत है ।","बयाह के रसम कय खर्च लडकी और लडका के घर वाले उठाते थे, उनके माता-पिता या दादा-दादी उन्हें मदद करते थे। कभी कुछ रिश्तेदार भी मदद कर देते थे। गाँव में शादी होने पर तिलक के बाद से शादी तक महिलाएं सभी एक साथ होती थीं। रात में घरों में गाने गाए जाते थे, जब शादी की रसमें होती थी। लड़की या लड़का जो शादी कर रहे होते थे, उनके हिसाब से गाने के स्वर ठीक से बजाए जाते थे। बाकी रसमों में जैसे मायन, मठमगरा, बरुवा, सब में गाने बजाए जाते थे।","The cost of the wedding, the girl's and boy's families raised money for it. Their mothers and fathers, or grandparents, would also contribute. Sometimes, other relatives would also offer help. In the village, when there is a wedding, from the tilak ceremony until the wedding, the women of the village would gather at the bride's house. They would sing songs all night long, until the wedding took place in the morning. The songs they sang would depend on whether the bride or groom was getting married. For the remaining wedding customs, like mayan, matamgara, and baruva, there would also be singing and playing of instruments."
2b9c829e-a63a-405c-b163-82ef66ff99b6,समाज मा जब कोनव आदमी या औरत के म्रित्यु होय जात है तब वोहका घर मे एक चारपाई पय लेटाय दीन जात है अउर वोहके पास उपला मा आग जलावा जात है अउर वह दिन घर में खाना-पीना नही बनत । जब तक की आदमी कय म्रित शरीर घर से उठाय नही लीन जात ।,,"When someone in the society, whether a man or a woman, passes away, they are laid on a wooden bed in their home. A fire is lit next to them and no food is prepared in the house that day. This continues until the person's body is taken out of the house."
ca726430-3700-4b05-9922-38999cf7f2b2,"म्रित्यु कय कुछ रसम जैसे एकादशा,बाल बनावा बाल बनब ,तेरही ई सब घरय पय होत है। कुछ पिण्डा-वुण्डा पारय वाला काम जब आदमी कय अन्तिम संस्कार हो थय तव हुँवा गंगा नदी के किनारे कीया जात है । म्रित्यु से सम्बन्धित रसम मा सबसे पहिले तव अन्तिम संस्कार कय क्रिया तौ है जौन की गंगा नदी के किनारे हो थय उसके बाद एकादशा,बाल बनाना,तेरहवीं,बरशी सब होत है येहकय उददेश्य अहय की म्रितक शरीर के आत्मा का शान्ति मिलय ।","""मृत्यु के काफी कुछ रस्में होती हैं, जैसे एकादशी, बाल बनवाना, तेरहवीं, सभी ये घरों में होते हैं। कुछ पिंड विन्धा का काम होता है, जब कोई आदमी का अंतिम संस्कार होता है तो वह उस समय गंगा नदी के किनारे किया जाता है। मृत्यु से सम्बंधित रस्मों में सबसे पहले अंतिम संस्कार की क्रिया होती है जो कि गंगा नदी के किनारे होती है, उसके बाद एकादशी, बाल बनाना, तेरहवीं, बरशी, सभी ये होते हैं जिनका प्रयोजन फिर उस मृत शरीर की आत्मा को शांति मिले।""","Death has a few rituals like Ekadashi, Bal Bana, Terahvi, and Barshi which are all performed in the home. When a person dies, some rituals are done and the corpse is taken to the banks of the Ganga river for the final rites. The first ritual related to death is the last rites, which are usually performed near the banks of the Ganga river. Then comes the rituals of Ekadashi, Bal Bana, Terahvi, and Barshi. These rituals are done with the intention of finding peace for the soul of the deceased."
